%% Dataset about positive and negative movie reviews
@relation review_type
@attribute number_of_words numeric
@attribute number_of_positive_words numeric
@attribute number_of_negative_words numeric
@attribute percent_of_positive_words numeric
@attribute percent_of_negative_words numeric
@attribute positive_minus_negative numeric
@attribute review {positive, negative}
@data
67,1,3,0.014925373134328358,0.04477611940298507,-2,negative
43,0,4,0.0,0.09302325581395349,-4,negative
134,1,4,0.007462686567164179,0.029850746268656716,-3,negative
42,1,0,0.023809523809523808,0.0,1,negative
164,1,10,0.006097560975609756,0.06097560975609756,-9,negative
118,6,10,0.05084745762711865,0.0847457627118644,-4,negative
106,2,6,0.018867924528301886,0.05660377358490566,-4,negative
55,3,2,0.05454545454545454,0.03636363636363636,1,negative
123,12,5,0.0975609756097561,0.04065040650406504,7,negative
164,6,6,0.036585365853658534,0.036585365853658534,0,negative
233,6,9,0.02575107296137339,0.03862660944206009,-3,negative
94,2,4,0.02127659574468085,0.0425531914893617,-2,negative
56,1,2,0.017857142857142856,0.03571428571428571,-1,negative
154,5,4,0.032467532467532464,0.025974025974025976,1,negative
204,6,10,0.029411764705882353,0.049019607843137254,-4,negative
281,8,8,0.028469750889679714,0.028469750889679714,0,negative
139,4,2,0.02877697841726619,0.014388489208633094,2,negative
199,6,6,0.03015075376884422,0.03015075376884422,0,negative
262,15,5,0.05725190839694656,0.019083969465648856,10,negative
461,17,19,0.0368763557483731,0.04121475054229935,-2,negative
148,8,6,0.05405405405405406,0.04054054054054054,2,negative
221,2,9,0.00904977375565611,0.04072398190045249,-7,negative
223,7,9,0.03139013452914798,0.04035874439461883,-2,negative
389,17,11,0.043701799485861184,0.028277634961439587,6,negative
161,5,5,0.031055900621118012,0.031055900621118012,0,negative
304,12,4,0.039473684210526314,0.013157894736842105,8,negative
580,14,15,0.02413793103448276,0.02586206896551724,-1,negative
446,18,23,0.04035874439461883,0.0515695067264574,-5,negative
144,6,6,0.041666666666666664,0.041666666666666664,0,negative
248,8,10,0.03225806451612903,0.04032258064516129,-2,negative
237,2,5,0.008438818565400843,0.02109704641350211,-3,negative
303,14,12,0.0462046204620462,0.039603960396039604,2,negative
221,6,4,0.027149321266968326,0.01809954751131222,2,negative
539,18,20,0.03339517625231911,0.03710575139146568,-2,negative
233,3,20,0.012875536480686695,0.08583690987124463,-17,negative
176,3,5,0.017045454545454544,0.028409090909090908,-2,negative
234,3,12,0.01282051282051282,0.05128205128205128,-9,negative
159,6,6,0.03773584905660377,0.03773584905660377,0,negative
243,6,10,0.024691358024691357,0.0411522633744856,-4,negative
106,9,4,0.08490566037735849,0.03773584905660377,5,negative
148,6,13,0.04054054054054054,0.08783783783783784,-7,negative
318,6,18,0.018867924528301886,0.05660377358490566,-12,negative
130,3,8,0.023076923076923078,0.06153846153846154,-5,negative
117,7,1,0.05982905982905983,0.008547008547008548,6,negative
234,16,7,0.06837606837606838,0.029914529914529916,9,negative
41,0,6,0.0,0.14634146341463414,-6,negative
428,7,14,0.016355140186915886,0.03271028037383177,-7,negative
107,6,2,0.056074766355140186,0.018691588785046728,4,negative
202,8,6,0.039603960396039604,0.0297029702970297,2,negative
218,7,8,0.03211009174311927,0.03669724770642202,-1,negative
199,6,6,0.03015075376884422,0.03015075376884422,0,negative
165,4,8,0.024242424242424242,0.048484848484848485,-4,negative
163,13,4,0.07975460122699386,0.024539877300613498,9,negative
193,7,7,0.03626943005181347,0.03626943005181347,0,negative
111,6,1,0.05405405405405406,0.009009009009009009,5,negative
157,4,17,0.025477707006369428,0.10828025477707007,-13,negative
144,2,12,0.013888888888888888,0.08333333333333333,-10,negative
428,18,9,0.04205607476635514,0.02102803738317757,9,negative
112,6,7,0.05357142857142857,0.0625,-1,negative
128,4,3,0.03125,0.0234375,1,negative
144,2,5,0.013888888888888888,0.034722222222222224,-3,negative
293,19,11,0.06484641638225255,0.03754266211604096,8,negative
177,5,9,0.02824858757062147,0.05084745762711865,-4,negative
483,15,13,0.031055900621118012,0.026915113871635612,2,negative
94,3,3,0.031914893617021274,0.031914893617021274,0,negative
94,2,10,0.02127659574468085,0.10638297872340426,-8,negative
175,5,12,0.02857142857142857,0.06857142857142857,-7,negative
81,2,8,0.024691358024691357,0.09876543209876543,-6,negative
114,4,5,0.03508771929824561,0.043859649122807015,-1,negative
189,2,11,0.010582010582010581,0.0582010582010582,-9,negative
161,4,8,0.024844720496894408,0.049689440993788817,-4,negative
167,2,11,0.011976047904191617,0.0658682634730539,-9,negative
450,7,20,0.015555555555555555,0.044444444444444446,-13,negative
135,8,7,0.05925925925925926,0.05185185185185185,1,negative
169,3,12,0.01775147928994083,0.07100591715976332,-9,negative
135,3,7,0.022222222222222223,0.05185185185185185,-4,negative
240,7,13,0.029166666666666667,0.05416666666666667,-6,negative
200,13,6,0.065,0.03,7,negative
134,4,8,0.029850746268656716,0.05970149253731343,-4,negative
208,10,10,0.04807692307692308,0.04807692307692308,0,negative
149,2,11,0.013422818791946308,0.0738255033557047,-9,negative
169,9,15,0.05325443786982249,0.08875739644970414,-6,negative
128,4,4,0.03125,0.03125,0,negative
148,6,6,0.04054054054054054,0.04054054054054054,0,negative
341,10,23,0.02932551319648094,0.06744868035190615,-13,negative
221,5,6,0.02262443438914027,0.027149321266968326,-1,negative
732,22,12,0.030054644808743168,0.01639344262295082,10,negative
292,16,11,0.0547945205479452,0.03767123287671233,5,negative
351,16,8,0.045584045584045586,0.022792022792022793,8,negative
193,10,11,0.05181347150259067,0.05699481865284974,-1,negative
119,3,4,0.025210084033613446,0.03361344537815126,-1,negative
223,13,11,0.05829596412556054,0.04932735426008968,2,negative
204,6,13,0.029411764705882353,0.06372549019607843,-7,negative
157,3,13,0.01910828025477707,0.08280254777070063,-10,negative
82,3,2,0.036585365853658534,0.024390243902439025,1,negative
380,11,15,0.02894736842105263,0.039473684210526314,-4,negative
177,5,9,0.02824858757062147,0.05084745762711865,-4,negative
76,4,4,0.05263157894736842,0.05263157894736842,0,negative
82,1,4,0.012195121951219513,0.04878048780487805,-3,negative
46,4,3,0.08695652173913043,0.06521739130434782,1,negative
380,8,24,0.021052631578947368,0.06315789473684211,-16,negative
243,15,12,0.06172839506172839,0.04938271604938271,3,negative
246,8,13,0.032520325203252036,0.052845528455284556,-5,negative
246,8,13,0.032520325203252036,0.052845528455284556,-5,negative
135,4,7,0.02962962962962963,0.05185185185185185,-3,negative
250,12,9,0.048,0.036,3,negative
873,27,30,0.030927835051546393,0.03436426116838488,-3,negative
1021,40,27,0.039177277179236046,0.02644466209598433,13,negative
72,4,1,0.05555555555555555,0.013888888888888888,3,negative
346,15,14,0.04335260115606936,0.04046242774566474,1,negative
322,10,16,0.031055900621118012,0.049689440993788817,-6,negative
225,12,11,0.05333333333333334,0.04888888888888889,1,negative
542,11,25,0.02029520295202952,0.046125461254612546,-14,negative
106,0,4,0.0,0.03773584905660377,-4,negative
122,4,5,0.03278688524590164,0.040983606557377046,-1,negative
132,1,2,0.007575757575757576,0.015151515151515152,-1,negative
88,5,5,0.056818181818181816,0.056818181818181816,0,negative
64,4,5,0.0625,0.078125,-1,negative
669,34,21,0.05082212257100149,0.03139013452914798,13,negative
53,2,5,0.03773584905660377,0.09433962264150944,-3,negative
625,25,15,0.04,0.024,10,negative
133,10,4,0.07518796992481203,0.03007518796992481,6,negative
252,5,10,0.01984126984126984,0.03968253968253968,-5,negative
204,0,13,0.0,0.06372549019607843,-13,negative
197,3,9,0.015228426395939087,0.04568527918781726,-6,negative
80,3,2,0.0375,0.025,1,negative
217,2,12,0.009216589861751152,0.055299539170506916,-10,negative
113,4,10,0.035398230088495575,0.08849557522123894,-6,negative
120,3,2,0.025,0.016666666666666666,1,negative
224,10,7,0.044642857142857144,0.03125,3,negative
173,3,4,0.017341040462427744,0.023121387283236993,-1,negative
112,2,5,0.017857142857142856,0.044642857142857144,-3,negative
282,7,13,0.024822695035460994,0.04609929078014184,-6,negative
246,9,3,0.036585365853658534,0.012195121951219513,6,negative
203,8,11,0.03940886699507389,0.054187192118226604,-3,negative
194,6,6,0.030927835051546393,0.030927835051546393,0,negative
151,9,3,0.059602649006622516,0.019867549668874173,6,negative
238,15,8,0.06302521008403361,0.03361344537815126,7,negative
895,34,25,0.03798882681564246,0.027932960893854747,9,negative
139,3,4,0.02158273381294964,0.02877697841726619,-1,negative
124,3,3,0.024193548387096774,0.024193548387096774,0,negative
139,6,13,0.04316546762589928,0.09352517985611511,-7,negative
324,10,16,0.030864197530864196,0.04938271604938271,-6,negative
319,8,10,0.025078369905956112,0.03134796238244514,-2,negative
303,12,12,0.039603960396039604,0.039603960396039604,0,negative
234,5,10,0.021367521367521368,0.042735042735042736,-5,negative
132,5,9,0.03787878787878788,0.06818181818181818,-4,negative
179,3,9,0.01675977653631285,0.05027932960893855,-6,negative
589,10,24,0.01697792869269949,0.04074702886247878,-14,negative
226,14,6,0.061946902654867256,0.02654867256637168,8,negative
150,4,5,0.02666666666666667,0.03333333333333333,-1,negative
84,4,7,0.047619047619047616,0.08333333333333333,-3,negative
155,5,5,0.03225806451612903,0.03225806451612903,0,negative
163,5,7,0.03067484662576687,0.04294478527607362,-2,negative
96,1,3,0.010416666666666666,0.03125,-2,negative
75,4,5,0.05333333333333334,0.06666666666666667,-1,negative
523,19,20,0.036328871892925434,0.03824091778202677,-1,negative
136,1,7,0.007352941176470588,0.051470588235294115,-6,negative
174,4,19,0.022988505747126436,0.10919540229885058,-15,negative
162,4,8,0.024691358024691357,0.04938271604938271,-4,negative
356,14,16,0.03932584269662921,0.0449438202247191,-2,negative
96,4,4,0.041666666666666664,0.041666666666666664,0,negative
137,3,9,0.021897810218978103,0.06569343065693431,-6,negative
427,18,29,0.04215456674473068,0.06791569086651054,-11,negative
48,1,8,0.020833333333333332,0.16666666666666666,-7,negative
293,9,15,0.030716723549488054,0.051194539249146756,-6,negative
219,7,6,0.0319634703196347,0.0273972602739726,1,negative
88,4,2,0.045454545454545456,0.022727272727272728,2,negative
1066,44,51,0.04127579737335835,0.04784240150093809,-7,negative
63,4,2,0.06349206349206349,0.031746031746031744,2,negative
64,3,2,0.046875,0.03125,1,negative
246,10,14,0.04065040650406504,0.056910569105691054,-4,negative
414,15,20,0.036231884057971016,0.04830917874396135,-5,negative
118,3,5,0.025423728813559324,0.0423728813559322,-2,negative
385,22,10,0.05714285714285714,0.025974025974025976,12,negative
140,11,11,0.07857142857142857,0.07857142857142857,0,negative
184,4,16,0.021739130434782608,0.08695652173913043,-12,negative
59,6,5,0.1016949152542373,0.0847457627118644,1,negative
69,1,5,0.014492753623188406,0.07246376811594203,-4,negative
42,2,1,0.047619047619047616,0.023809523809523808,1,negative
426,3,7,0.007042253521126761,0.01643192488262911,-4,negative
124,5,7,0.04032258064516129,0.056451612903225805,-2,negative
190,7,10,0.03684210526315789,0.05263157894736842,-3,negative
75,3,8,0.04,0.10666666666666667,-5,negative
135,6,8,0.044444444444444446,0.05925925925925926,-2,negative
26,1,3,0.038461538461538464,0.11538461538461539,-2,negative
36,1,4,0.027777777777777776,0.1111111111111111,-3,negative
141,6,8,0.0425531914893617,0.05673758865248227,-2,negative
192,7,14,0.036458333333333336,0.07291666666666667,-7,negative
139,4,9,0.02877697841726619,0.06474820143884892,-5,negative
104,3,8,0.028846153846153848,0.07692307692307693,-5,negative
149,6,9,0.040268456375838924,0.06040268456375839,-3,negative
832,29,41,0.03485576923076923,0.04927884615384615,-12,negative
120,0,7,0.0,0.058333333333333334,-7,negative
123,3,10,0.024390243902439025,0.08130081300813008,-7,negative
262,6,18,0.022900763358778626,0.06870229007633588,-12,negative
288,11,17,0.03819444444444445,0.059027777777777776,-6,negative
234,5,14,0.021367521367521368,0.05982905982905983,-9,negative
490,10,36,0.02040816326530612,0.07346938775510205,-26,negative
189,6,10,0.031746031746031744,0.05291005291005291,-4,negative
128,5,4,0.0390625,0.03125,1,negative
172,6,8,0.03488372093023256,0.046511627906976744,-2,negative
184,7,7,0.03804347826086957,0.03804347826086957,0,negative
175,4,8,0.022857142857142857,0.045714285714285714,-4,negative
216,7,9,0.032407407407407406,0.041666666666666664,-2,negative
212,11,9,0.05188679245283019,0.04245283018867924,2,negative
123,4,6,0.032520325203252036,0.04878048780487805,-2,negative
152,6,5,0.039473684210526314,0.03289473684210526,1,negative
396,8,22,0.020202020202020204,0.05555555555555555,-14,negative
258,8,9,0.031007751937984496,0.03488372093023256,-1,negative
113,7,5,0.061946902654867256,0.04424778761061947,2,negative
283,11,7,0.038869257950530034,0.024734982332155476,4,negative
118,1,12,0.00847457627118644,0.1016949152542373,-11,negative
230,10,3,0.043478260869565216,0.013043478260869565,7,negative
131,9,3,0.06870229007633588,0.022900763358778626,6,negative
532,17,16,0.03195488721804511,0.03007518796992481,1,negative
991,32,33,0.03229061553985873,0.033299697275479316,-1,negative
112,1,8,0.008928571428571428,0.07142857142857142,-7,negative
396,15,13,0.03787878787878788,0.03282828282828283,2,negative
155,8,9,0.05161290322580645,0.05806451612903226,-1,negative
229,8,6,0.034934497816593885,0.026200873362445413,2,negative
148,2,8,0.013513513513513514,0.05405405405405406,-6,negative
206,3,12,0.014563106796116505,0.05825242718446602,-9,negative
239,11,6,0.04602510460251046,0.02510460251046025,5,negative
143,2,5,0.013986013986013986,0.03496503496503497,-3,negative
157,3,9,0.01910828025477707,0.05732484076433121,-6,negative
367,7,21,0.01907356948228883,0.05722070844686648,-14,negative
182,3,12,0.016483516483516484,0.06593406593406594,-9,negative
648,22,32,0.033950617283950615,0.04938271604938271,-10,negative
160,5,5,0.03125,0.03125,0,negative
141,6,11,0.0425531914893617,0.07801418439716312,-5,negative
543,16,15,0.029465930018416207,0.027624309392265192,1,negative
786,14,24,0.017811704834605598,0.030534351145038167,-10,negative
600,24,21,0.04,0.035,3,negative
243,12,4,0.04938271604938271,0.01646090534979424,8,negative
489,19,13,0.03885480572597137,0.026584867075664622,6,negative
109,4,6,0.03669724770642202,0.05504587155963303,-2,negative
281,10,14,0.03558718861209965,0.0498220640569395,-4,negative
437,24,15,0.05491990846681922,0.034324942791762014,9,negative
197,7,7,0.03553299492385787,0.03553299492385787,0,negative
480,23,17,0.04791666666666667,0.035416666666666666,6,negative
137,4,5,0.029197080291970802,0.0364963503649635,-1,negative
224,7,8,0.03125,0.03571428571428571,-1,negative
112,3,9,0.026785714285714284,0.08035714285714286,-6,negative
395,14,19,0.035443037974683546,0.04810126582278481,-5,negative
129,5,1,0.03875968992248062,0.007751937984496124,4,negative
164,10,5,0.06097560975609756,0.03048780487804878,5,negative
298,11,13,0.03691275167785235,0.0436241610738255,-2,negative
370,22,12,0.05945945945945946,0.032432432432432434,10,negative
172,8,3,0.046511627906976744,0.01744186046511628,5,negative
874,35,25,0.04004576659038902,0.028604118993135013,10,negative
177,8,4,0.04519774011299435,0.022598870056497175,4,negative
70,1,5,0.014285714285714285,0.07142857142857142,-4,negative
159,4,2,0.025157232704402517,0.012578616352201259,2,negative
161,5,7,0.031055900621118012,0.043478260869565216,-2,negative
90,7,4,0.07777777777777778,0.044444444444444446,3,negative
78,2,3,0.02564102564102564,0.038461538461538464,-1,negative
165,7,10,0.04242424242424243,0.06060606060606061,-3,negative
109,10,4,0.09174311926605505,0.03669724770642202,6,negative
95,1,3,0.010526315789473684,0.031578947368421054,-2,negative
363,11,16,0.030303030303030304,0.0440771349862259,-5,negative
228,6,9,0.02631578947368421,0.039473684210526314,-3,negative
193,5,10,0.025906735751295335,0.05181347150259067,-5,negative
54,3,1,0.05555555555555555,0.018518518518518517,2,negative
137,3,14,0.021897810218978103,0.10218978102189781,-11,negative
216,8,7,0.037037037037037035,0.032407407407407406,1,negative
147,5,5,0.034013605442176874,0.034013605442176874,0,negative
202,8,5,0.039603960396039604,0.024752475247524754,3,negative
102,2,10,0.0196078431372549,0.09803921568627451,-8,negative
320,6,12,0.01875,0.0375,-6,negative
88,0,2,0.0,0.022727272727272728,-2,negative
130,5,7,0.038461538461538464,0.05384615384615385,-2,negative
101,6,9,0.0594059405940594,0.0891089108910891,-3,negative
178,7,3,0.03932584269662921,0.016853932584269662,4,negative
144,4,3,0.027777777777777776,0.020833333333333332,1,negative
501,21,24,0.041916167664670656,0.04790419161676647,-3,negative
132,4,6,0.030303030303030304,0.045454545454545456,-2,negative
158,2,10,0.012658227848101266,0.06329113924050633,-8,negative
114,3,3,0.02631578947368421,0.02631578947368421,0,negative
127,6,4,0.047244094488188976,0.031496062992125984,2,negative
159,12,7,0.07547169811320754,0.0440251572327044,5,negative
150,4,9,0.02666666666666667,0.06,-5,negative
153,7,11,0.0457516339869281,0.0718954248366013,-4,negative
91,2,7,0.02197802197802198,0.07692307692307693,-5,negative
454,11,13,0.024229074889867842,0.028634361233480177,-2,negative
439,14,23,0.03189066059225513,0.05239179954441914,-9,negative
173,7,5,0.04046242774566474,0.028901734104046242,2,negative
167,8,4,0.04790419161676647,0.023952095808383235,4,negative
175,7,3,0.04,0.017142857142857144,4,negative
171,9,3,0.05263157894736842,0.017543859649122806,6,negative
404,20,5,0.04950495049504951,0.012376237623762377,15,negative
343,18,10,0.052478134110787174,0.029154518950437316,8,negative
230,6,13,0.02608695652173913,0.05652173913043478,-7,negative
279,12,18,0.043010752688172046,0.06451612903225806,-6,negative
89,0,3,0.0,0.033707865168539325,-3,negative
133,7,5,0.05263157894736842,0.03759398496240601,2,negative
184,7,9,0.03804347826086957,0.04891304347826087,-2,negative
298,5,13,0.016778523489932886,0.0436241610738255,-8,negative
212,6,14,0.02830188679245283,0.0660377358490566,-8,negative
156,5,5,0.03205128205128205,0.03205128205128205,0,negative
297,12,12,0.04040404040404041,0.04040404040404041,0,negative
205,3,8,0.014634146341463415,0.03902439024390244,-5,negative
158,5,11,0.03164556962025317,0.06962025316455696,-6,negative
122,3,3,0.02459016393442623,0.02459016393442623,0,negative
273,8,22,0.029304029304029304,0.08058608058608059,-14,negative
34,1,6,0.029411764705882353,0.17647058823529413,-5,negative
325,12,20,0.036923076923076927,0.06153846153846154,-8,negative
232,5,13,0.021551724137931036,0.05603448275862069,-8,negative
668,26,28,0.038922155688622756,0.041916167664670656,-2,negative
66,3,5,0.045454545454545456,0.07575757575757576,-2,negative
353,13,15,0.036827195467422094,0.042492917847025496,-2,negative
312,10,5,0.03205128205128205,0.016025641025641024,5,negative
366,12,30,0.03278688524590164,0.08196721311475409,-18,negative
275,5,8,0.01818181818181818,0.02909090909090909,-3,negative
142,6,10,0.04225352112676056,0.07042253521126761,-4,negative
259,7,17,0.02702702702702703,0.06563706563706563,-10,negative
140,1,9,0.007142857142857143,0.06428571428571428,-8,negative
104,2,8,0.019230769230769232,0.07692307692307693,-6,negative
270,8,14,0.02962962962962963,0.05185185185185185,-6,negative
365,21,18,0.057534246575342465,0.049315068493150684,3,negative
69,3,7,0.043478260869565216,0.10144927536231885,-4,negative
677,16,39,0.023633677991137372,0.05760709010339734,-23,negative
468,8,19,0.017094017094017096,0.0405982905982906,-11,negative
243,10,18,0.0411522633744856,0.07407407407407407,-8,negative
112,2,4,0.017857142857142856,0.03571428571428571,-2,negative
455,17,13,0.03736263736263736,0.02857142857142857,4,negative
12,0,2,0.0,0.16666666666666666,-2,negative
152,3,6,0.019736842105263157,0.039473684210526314,-3,negative
110,3,6,0.02727272727272727,0.05454545454545454,-3,negative
294,6,14,0.02040816326530612,0.047619047619047616,-8,negative
177,7,8,0.03954802259887006,0.04519774011299435,-1,negative
112,5,5,0.044642857142857144,0.044642857142857144,0,negative
144,8,7,0.05555555555555555,0.04861111111111111,1,negative
149,4,8,0.026845637583892617,0.053691275167785234,-4,negative
252,11,2,0.04365079365079365,0.007936507936507936,9,negative
235,9,7,0.03829787234042553,0.029787234042553193,2,negative
79,3,5,0.0379746835443038,0.06329113924050633,-2,negative
281,15,4,0.05338078291814947,0.014234875444839857,11,negative
133,3,5,0.022556390977443608,0.03759398496240601,-2,negative
379,14,15,0.036939313984168866,0.0395778364116095,-1,negative
94,5,5,0.05319148936170213,0.05319148936170213,0,negative
241,7,11,0.029045643153526972,0.04564315352697095,-4,negative
170,13,9,0.07647058823529412,0.052941176470588235,4,negative
224,6,10,0.026785714285714284,0.044642857142857144,-4,negative
157,10,5,0.06369426751592357,0.03184713375796178,5,negative
76,2,5,0.02631578947368421,0.06578947368421052,-3,negative
937,29,53,0.030949839914621132,0.05656350053361793,-24,negative
62,3,3,0.04838709677419355,0.04838709677419355,0,negative
126,1,6,0.007936507936507936,0.047619047619047616,-5,negative
685,30,16,0.043795620437956206,0.02335766423357664,14,negative
628,16,20,0.025477707006369428,0.03184713375796178,-4,negative
190,5,15,0.02631578947368421,0.07894736842105263,-10,negative
301,16,9,0.053156146179401995,0.029900332225913623,7,negative
359,19,16,0.052924791086350974,0.04456824512534819,3,negative
404,24,13,0.0594059405940594,0.03217821782178218,11,negative
401,9,18,0.022443890274314215,0.04488778054862843,-9,negative
406,17,35,0.04187192118226601,0.08620689655172414,-18,negative
287,6,16,0.020905923344947737,0.05574912891986063,-10,negative
62,2,3,0.03225806451612903,0.04838709677419355,-1,negative
154,6,8,0.03896103896103896,0.05194805194805195,-2,negative
674,22,38,0.032640949554896145,0.05637982195845697,-16,negative
96,4,6,0.041666666666666664,0.0625,-2,negative
403,20,15,0.04962779156327544,0.03722084367245657,5,negative
146,4,6,0.0273972602739726,0.0410958904109589,-2,negative
194,10,6,0.05154639175257732,0.030927835051546393,4,negative
670,18,27,0.026865671641791045,0.04029850746268657,-9,negative
135,7,9,0.05185185185185185,0.06666666666666667,-2,negative
290,18,15,0.06206896551724138,0.05172413793103448,3,negative
167,7,6,0.041916167664670656,0.03592814371257485,1,negative
393,12,15,0.030534351145038167,0.03816793893129771,-3,negative
42,0,2,0.0,0.047619047619047616,-2,negative
251,14,9,0.055776892430278883,0.035856573705179286,5,negative
193,14,7,0.07253886010362694,0.03626943005181347,7,negative
970,28,23,0.0288659793814433,0.023711340206185566,5,negative
211,5,8,0.023696682464454975,0.037914691943127965,-3,negative
127,7,6,0.05511811023622047,0.047244094488188976,1,negative
443,14,7,0.03160270880361174,0.01580135440180587,7,negative
411,8,8,0.019464720194647202,0.019464720194647202,0,negative
560,21,19,0.0375,0.033928571428571426,2,negative
43,1,2,0.023255813953488372,0.046511627906976744,-1,negative
184,3,7,0.016304347826086956,0.03804347826086957,-4,negative
152,1,5,0.006578947368421052,0.03289473684210526,-4,negative
140,4,8,0.02857142857142857,0.05714285714285714,-4,negative
276,5,20,0.018115942028985508,0.07246376811594203,-15,negative
219,6,17,0.0273972602739726,0.0776255707762557,-11,negative
229,6,8,0.026200873362445413,0.034934497816593885,-2,negative
282,9,22,0.031914893617021274,0.07801418439716312,-13,negative
208,8,8,0.038461538461538464,0.038461538461538464,0,negative
167,4,5,0.023952095808383235,0.029940119760479042,-1,negative
981,40,46,0.040774719673802244,0.046890927624872576,-6,negative
167,8,4,0.04790419161676647,0.023952095808383235,4,negative
135,4,7,0.02962962962962963,0.05185185185185185,-3,negative
169,3,6,0.01775147928994083,0.03550295857988166,-3,negative
55,4,3,0.07272727272727272,0.05454545454545454,1,negative
60,1,7,0.016666666666666666,0.11666666666666667,-6,negative
480,17,15,0.035416666666666666,0.03125,2,negative
182,3,12,0.016483516483516484,0.06593406593406594,-9,negative
145,5,6,0.034482758620689655,0.041379310344827586,-1,negative
432,19,28,0.04398148148148148,0.06481481481481481,-9,negative
153,3,14,0.0196078431372549,0.0915032679738562,-11,negative
479,21,15,0.04384133611691023,0.031315240083507306,6,negative
224,4,13,0.017857142857142856,0.05803571428571429,-9,negative
377,10,19,0.026525198938992044,0.050397877984084884,-9,negative
163,3,17,0.018404907975460124,0.10429447852760736,-14,negative
154,2,14,0.012987012987012988,0.09090909090909091,-12,negative
230,5,13,0.021739130434782608,0.05652173913043478,-8,negative
170,8,11,0.047058823529411764,0.06470588235294118,-3,negative
291,10,16,0.03436426116838488,0.054982817869415807,-6,negative
216,6,7,0.027777777777777776,0.032407407407407406,-1,negative
153,7,4,0.0457516339869281,0.026143790849673203,3,negative
146,1,12,0.00684931506849315,0.0821917808219178,-11,negative
349,10,12,0.02865329512893983,0.034383954154727794,-2,negative
143,5,5,0.03496503496503497,0.03496503496503497,0,negative
139,5,8,0.03597122302158273,0.05755395683453238,-3,negative
165,8,8,0.048484848484848485,0.048484848484848485,0,negative
577,9,40,0.01559792027729636,0.06932409012131716,-31,negative
172,1,4,0.005813953488372093,0.023255813953488372,-3,negative
245,4,14,0.0163265306122449,0.05714285714285714,-10,negative
595,10,22,0.01680672268907563,0.03697478991596639,-12,negative
405,11,15,0.027160493827160494,0.037037037037037035,-4,negative
249,11,16,0.04417670682730924,0.0642570281124498,-5,negative
192,5,7,0.026041666666666668,0.036458333333333336,-2,negative
133,3,5,0.022556390977443608,0.03759398496240601,-2,negative
192,5,6,0.026041666666666668,0.03125,-1,negative
569,15,14,0.026362038664323375,0.02460456942003515,1,negative
240,6,19,0.025,0.07916666666666666,-13,negative
94,4,3,0.0425531914893617,0.031914893617021274,1,negative
149,1,9,0.006711409395973154,0.06040268456375839,-8,negative
473,8,31,0.016913319238900635,0.06553911205073996,-23,negative
117,4,6,0.03418803418803419,0.05128205128205128,-2,negative
135,5,6,0.037037037037037035,0.044444444444444446,-1,negative
308,11,15,0.03571428571428571,0.048701298701298704,-4,negative
75,5,2,0.06666666666666667,0.02666666666666667,3,negative
60,1,2,0.016666666666666666,0.03333333333333333,-1,negative
106,6,4,0.05660377358490566,0.03773584905660377,2,negative
277,14,15,0.05054151624548736,0.05415162454873646,-1,negative
454,12,23,0.02643171806167401,0.05066079295154185,-11,negative
379,13,10,0.03430079155672823,0.026385224274406333,3,negative
129,8,4,0.06201550387596899,0.031007751937984496,4,negative
140,5,9,0.03571428571428571,0.06428571428571428,-4,negative
453,6,32,0.013245033112582781,0.0706401766004415,-26,negative
280,16,17,0.05714285714285714,0.060714285714285714,-1,negative
219,10,10,0.045662100456621,0.045662100456621,0,negative
136,6,7,0.04411764705882353,0.051470588235294115,-1,negative
132,3,7,0.022727272727272728,0.05303030303030303,-4,negative
43,3,4,0.06976744186046512,0.09302325581395349,-1,negative
90,2,6,0.022222222222222223,0.06666666666666667,-4,negative
262,16,13,0.061068702290076333,0.04961832061068702,3,negative
143,2,17,0.013986013986013986,0.11888111888111888,-15,negative
356,17,28,0.047752808988764044,0.07865168539325842,-11,negative
259,5,13,0.019305019305019305,0.05019305019305019,-8,negative
436,14,35,0.03211009174311927,0.08027522935779817,-21,negative
114,4,6,0.03508771929824561,0.05263157894736842,-2,negative
758,30,40,0.0395778364116095,0.052770448548812667,-10,negative
582,11,24,0.018900343642611683,0.041237113402061855,-13,negative
804,16,35,0.01990049751243781,0.043532338308457715,-19,negative
368,13,10,0.035326086956521736,0.02717391304347826,3,negative
210,8,8,0.0380952380952381,0.0380952380952381,0,negative
204,2,10,0.00980392156862745,0.049019607843137254,-8,negative
138,4,6,0.028985507246376812,0.043478260869565216,-2,negative
181,11,1,0.06077348066298342,0.0055248618784530384,10,negative
309,6,4,0.019417475728155338,0.012944983818770227,2,negative
495,19,18,0.03838383838383838,0.03636363636363636,1,negative
114,0,7,0.0,0.06140350877192982,-7,negative
102,9,5,0.08823529411764706,0.049019607843137254,4,negative
414,8,15,0.01932367149758454,0.036231884057971016,-7,negative
797,17,40,0.02132998745294856,0.050188205771643665,-23,negative
137,4,8,0.029197080291970802,0.058394160583941604,-4,negative
779,18,32,0.023106546854942234,0.0410783055198973,-14,negative
506,19,24,0.037549407114624504,0.04743083003952569,-5,negative
533,10,25,0.01876172607879925,0.04690431519699812,-15,negative
116,7,4,0.0603448275862069,0.034482758620689655,3,negative
187,4,9,0.0213903743315508,0.0481283422459893,-5,negative
284,10,20,0.035211267605633804,0.07042253521126761,-10,negative
193,3,5,0.015544041450777202,0.025906735751295335,-2,negative
