%% Dataset about positive and negative movie reviews
@relation review_type
@attribute number_of_words numeric
@attribute number_of_positive_words numeric
@attribute number_of_negative_words numeric
@attribute percent_of_positive_words numeric
@attribute percent_of_negative_words numeric
@attribute positive_minus_negative numeric
@attribute review {positive, negative}
@data
203,16,14,0.07881773399014778,0.06896551724137931,2,negative
128,4,11,0.03125,0.0859375,-7,negative
309,10,10,0.032362459546925564,0.032362459546925564,0,negative
151,2,7,0.013245033112582781,0.046357615894039736,-5,negative
400,26,7,0.065,0.0175,19,negative
110,6,7,0.05454545454545454,0.06363636363636363,-1,negative
217,1,16,0.004608294930875576,0.07373271889400922,-15,negative
137,6,10,0.043795620437956206,0.072992700729927,-4,negative
252,6,15,0.023809523809523808,0.05952380952380952,-9,negative
139,1,12,0.007194244604316547,0.08633093525179857,-11,negative
128,2,8,0.015625,0.0625,-6,negative
165,3,15,0.01818181818181818,0.09090909090909091,-12,negative
397,11,27,0.027707808564231738,0.06801007556675064,-16,negative
87,3,6,0.034482758620689655,0.06896551724137931,-3,negative
162,11,6,0.06790123456790123,0.037037037037037035,5,negative
190,7,12,0.03684210526315789,0.06315789473684211,-5,negative
202,6,2,0.0297029702970297,0.009900990099009901,4,negative
28,2,2,0.07142857142857142,0.07142857142857142,0,negative
141,7,5,0.04964539007092199,0.03546099290780142,2,negative
116,4,4,0.034482758620689655,0.034482758620689655,0,negative
174,4,5,0.022988505747126436,0.028735632183908046,-1,negative
241,11,9,0.04564315352697095,0.03734439834024896,2,negative
405,11,8,0.027160493827160494,0.019753086419753086,3,negative
187,3,1,0.016042780748663103,0.0053475935828877,2,negative
119,6,4,0.05042016806722689,0.03361344537815126,2,negative
62,0,4,0.0,0.06451612903225806,-4,negative
82,3,1,0.036585365853658534,0.012195121951219513,2,negative
148,7,7,0.0472972972972973,0.0472972972972973,0,negative
694,23,36,0.03314121037463977,0.05187319884726225,-13,negative
123,7,8,0.056910569105691054,0.06504065040650407,-1,negative
99,4,1,0.04040404040404041,0.010101010101010102,3,negative
233,7,12,0.030042918454935622,0.05150214592274678,-5,negative
331,10,20,0.030211480362537766,0.06042296072507553,-10,negative
233,4,13,0.017167381974248927,0.055793991416309016,-9,negative
144,5,7,0.034722222222222224,0.04861111111111111,-2,negative
190,10,8,0.05263157894736842,0.042105263157894736,2,negative
128,5,4,0.0390625,0.03125,1,negative
164,3,13,0.018292682926829267,0.07926829268292683,-10,negative
118,1,4,0.00847457627118644,0.03389830508474576,-3,negative
292,5,15,0.017123287671232876,0.05136986301369863,-10,negative
300,10,15,0.03333333333333333,0.05,-5,negative
79,7,2,0.08860759493670886,0.02531645569620253,5,negative
116,6,5,0.05172413793103448,0.04310344827586207,1,negative
203,1,1,0.0049261083743842365,0.0049261083743842365,0,negative
62,2,2,0.03225806451612903,0.03225806451612903,0,negative
77,3,8,0.03896103896103896,0.1038961038961039,-5,negative
129,4,3,0.031007751937984496,0.023255813953488372,1,negative
170,2,6,0.011764705882352941,0.03529411764705882,-4,negative
99,4,6,0.04040404040404041,0.06060606060606061,-2,negative
220,5,8,0.022727272727272728,0.03636363636363636,-3,negative
140,4,6,0.02857142857142857,0.04285714285714286,-2,negative
372,4,24,0.010752688172043012,0.06451612903225806,-20,negative
122,3,6,0.02459016393442623,0.04918032786885246,-3,negative
323,11,16,0.034055727554179564,0.04953560371517028,-5,negative
68,0,5,0.0,0.07352941176470588,-5,negative
174,6,5,0.034482758620689655,0.028735632183908046,1,negative
54,1,5,0.018518518518518517,0.09259259259259259,-4,negative
251,10,12,0.0398406374501992,0.04780876494023904,-2,negative
189,9,9,0.047619047619047616,0.047619047619047616,0,negative
867,41,30,0.04728950403690888,0.03460207612456748,11,negative
126,5,10,0.03968253968253968,0.07936507936507936,-5,negative
196,6,5,0.030612244897959183,0.025510204081632654,1,negative
140,4,4,0.02857142857142857,0.02857142857142857,0,negative
143,4,6,0.027972027972027972,0.04195804195804196,-2,negative
192,6,14,0.03125,0.07291666666666667,-8,negative
88,2,7,0.022727272727272728,0.07954545454545454,-5,negative
187,5,5,0.026737967914438502,0.026737967914438502,0,negative
253,10,17,0.039525691699604744,0.06719367588932806,-7,negative
152,7,6,0.046052631578947366,0.039473684210526314,1,negative
237,5,14,0.02109704641350211,0.05907172995780591,-9,negative
446,18,17,0.04035874439461883,0.03811659192825112,1,negative
125,1,9,0.008,0.072,-8,negative
176,10,20,0.056818181818181816,0.11363636363636363,-10,negative
153,4,7,0.026143790849673203,0.0457516339869281,-3,negative
364,12,24,0.03296703296703297,0.06593406593406594,-12,negative
212,8,8,0.03773584905660377,0.03773584905660377,0,negative
169,4,11,0.023668639053254437,0.0650887573964497,-7,negative
402,11,19,0.02736318407960199,0.0472636815920398,-8,negative
157,6,6,0.03821656050955414,0.03821656050955414,0,negative
149,3,10,0.020134228187919462,0.06711409395973154,-7,negative
151,1,2,0.006622516556291391,0.013245033112582781,-1,negative
126,5,5,0.03968253968253968,0.03968253968253968,0,negative
231,12,4,0.05194805194805195,0.017316017316017316,8,negative
456,18,19,0.039473684210526314,0.041666666666666664,-1,negative
189,10,9,0.05291005291005291,0.047619047619047616,1,negative
374,21,19,0.05614973262032086,0.05080213903743316,2,negative
179,4,10,0.0223463687150838,0.055865921787709494,-6,negative
155,6,5,0.03870967741935484,0.03225806451612903,1,negative
212,9,5,0.04245283018867924,0.02358490566037736,4,negative
224,10,9,0.044642857142857144,0.04017857142857143,1,negative
148,9,4,0.060810810810810814,0.02702702702702703,5,negative
408,18,7,0.04411764705882353,0.01715686274509804,11,negative
67,3,3,0.04477611940298507,0.04477611940298507,0,negative
59,3,4,0.05084745762711865,0.06779661016949153,-1,negative
248,9,22,0.036290322580645164,0.08870967741935484,-13,negative
153,3,12,0.0196078431372549,0.0784313725490196,-9,negative
259,7,12,0.02702702702702703,0.04633204633204633,-5,negative
468,15,18,0.03205128205128205,0.038461538461538464,-3,negative
142,1,4,0.007042253521126761,0.028169014084507043,-3,negative
50,2,6,0.04,0.12,-4,negative
88,3,4,0.03409090909090909,0.045454545454545456,-1,negative
172,2,10,0.011627906976744186,0.05813953488372093,-8,negative
50,6,4,0.12,0.08,2,negative
116,6,4,0.05172413793103448,0.034482758620689655,2,negative
59,2,5,0.03389830508474576,0.0847457627118644,-3,negative
86,4,5,0.046511627906976744,0.05813953488372093,-1,negative
449,18,14,0.0400890868596882,0.031180400890868598,4,negative
147,6,2,0.04081632653061224,0.013605442176870748,4,negative
111,2,7,0.018018018018018018,0.06306306306306306,-5,negative
629,19,28,0.030206677265500796,0.04451510333863275,-9,negative
118,3,5,0.025423728813559324,0.0423728813559322,-2,negative
196,5,15,0.025510204081632654,0.07653061224489796,-10,negative
258,6,8,0.023255813953488372,0.031007751937984496,-2,negative
300,7,14,0.023333333333333334,0.04666666666666667,-7,negative
123,4,8,0.032520325203252036,0.06504065040650407,-4,negative
143,5,13,0.03496503496503497,0.09090909090909091,-8,negative
125,5,3,0.04,0.024,2,negative
185,6,4,0.032432432432432434,0.021621621621621623,2,negative
768,9,36,0.01171875,0.046875,-27,negative
384,8,19,0.020833333333333332,0.049479166666666664,-11,negative
178,8,7,0.0449438202247191,0.03932584269662921,1,negative
141,4,4,0.028368794326241134,0.028368794326241134,0,negative
120,2,6,0.016666666666666666,0.05,-4,negative
164,8,7,0.04878048780487805,0.042682926829268296,1,negative
130,7,3,0.05384615384615385,0.023076923076923078,4,negative
176,5,7,0.028409090909090908,0.03977272727272727,-2,negative
48,0,9,0.0,0.1875,-9,negative
82,5,5,0.06097560975609756,0.06097560975609756,0,negative
136,5,10,0.03676470588235294,0.07352941176470588,-5,negative
284,11,17,0.03873239436619718,0.05985915492957746,-6,negative
132,2,9,0.015151515151515152,0.06818181818181818,-7,negative
255,8,12,0.03137254901960784,0.047058823529411764,-4,negative
111,4,2,0.036036036036036036,0.018018018018018018,2,negative
225,5,3,0.022222222222222223,0.013333333333333334,2,negative
158,6,5,0.0379746835443038,0.03164556962025317,1,negative
147,9,6,0.061224489795918366,0.04081632653061224,3,negative
258,5,11,0.01937984496124031,0.04263565891472868,-6,negative
243,6,10,0.024691358024691357,0.0411522633744856,-4,negative
137,5,7,0.0364963503649635,0.051094890510948905,-2,negative
331,5,14,0.015105740181268883,0.04229607250755287,-9,negative
201,6,12,0.029850746268656716,0.05970149253731343,-6,negative
191,8,5,0.041884816753926704,0.02617801047120419,3,negative
135,5,3,0.037037037037037035,0.022222222222222223,2,negative
413,14,17,0.03389830508474576,0.04116222760290557,-3,negative
360,21,14,0.058333333333333334,0.03888888888888889,7,negative
542,18,22,0.033210332103321034,0.04059040590405904,-4,negative
304,15,8,0.049342105263157895,0.02631578947368421,7,negative
573,16,25,0.027923211169284468,0.04363001745200698,-9,negative
332,9,11,0.02710843373493976,0.03313253012048193,-2,negative
246,9,17,0.036585365853658534,0.06910569105691057,-8,negative
204,9,8,0.04411764705882353,0.0392156862745098,1,negative
506,14,16,0.02766798418972332,0.03162055335968379,-2,negative
251,12,7,0.04780876494023904,0.027888446215139442,5,negative
684,16,16,0.023391812865497075,0.023391812865497075,0,negative
197,9,7,0.04568527918781726,0.03553299492385787,2,negative
137,3,6,0.021897810218978103,0.043795620437956206,-3,negative
222,7,13,0.03153153153153153,0.05855855855855856,-6,negative
53,4,1,0.07547169811320754,0.018867924528301886,3,negative
228,12,15,0.05263157894736842,0.06578947368421052,-3,negative
107,6,1,0.056074766355140186,0.009345794392523364,5,negative
124,3,14,0.024193548387096774,0.11290322580645161,-11,negative
139,8,4,0.05755395683453238,0.02877697841726619,4,negative
186,10,7,0.053763440860215055,0.03763440860215054,3,negative
309,10,13,0.032362459546925564,0.042071197411003236,-3,negative
120,1,5,0.008333333333333333,0.041666666666666664,-4,negative
227,8,7,0.03524229074889868,0.030837004405286344,1,negative
74,2,4,0.02702702702702703,0.05405405405405406,-2,negative
37,0,3,0.0,0.08108108108108109,-3,negative
149,6,9,0.040268456375838924,0.06040268456375839,-3,negative
58,3,1,0.05172413793103448,0.017241379310344827,2,negative
124,3,6,0.024193548387096774,0.04838709677419355,-3,negative
253,8,4,0.03162055335968379,0.015810276679841896,4,negative
320,13,18,0.040625,0.05625,-5,negative
121,5,5,0.04132231404958678,0.04132231404958678,0,negative
383,9,12,0.02349869451697128,0.031331592689295036,-3,negative
128,4,11,0.03125,0.0859375,-7,negative
296,11,17,0.037162162162162164,0.057432432432432436,-6,negative
144,9,4,0.0625,0.027777777777777776,5,negative
180,5,17,0.027777777777777776,0.09444444444444444,-12,negative
336,6,16,0.017857142857142856,0.047619047619047616,-10,negative
126,11,7,0.0873015873015873,0.05555555555555555,4,negative
132,4,12,0.030303030303030304,0.09090909090909091,-8,negative
157,6,12,0.03821656050955414,0.07643312101910828,-6,negative
302,10,12,0.033112582781456956,0.039735099337748346,-2,negative
157,5,4,0.03184713375796178,0.025477707006369428,1,negative
301,16,9,0.053156146179401995,0.029900332225913623,7,negative
114,0,7,0.0,0.06140350877192982,-7,negative
102,3,8,0.029411764705882353,0.0784313725490196,-5,negative
35,1,5,0.02857142857142857,0.14285714285714285,-4,negative
344,9,14,0.02616279069767442,0.040697674418604654,-5,negative
165,2,6,0.012121212121212121,0.03636363636363636,-4,negative
408,8,13,0.0196078431372549,0.031862745098039214,-5,negative
220,8,10,0.03636363636363636,0.045454545454545456,-2,negative
320,8,26,0.025,0.08125,-18,negative
226,9,7,0.03982300884955752,0.030973451327433628,2,negative
167,5,10,0.029940119760479042,0.059880239520958084,-5,negative
273,9,4,0.03296703296703297,0.014652014652014652,5,negative
358,15,18,0.04189944134078212,0.05027932960893855,-3,negative
184,4,11,0.021739130434782608,0.059782608695652176,-7,negative
239,7,23,0.029288702928870293,0.09623430962343096,-16,negative
128,1,8,0.0078125,0.0625,-7,negative
153,8,3,0.05228758169934641,0.0196078431372549,5,negative
229,10,11,0.043668122270742356,0.048034934497816595,-1,negative
61,0,1,0.0,0.01639344262295082,-1,negative
113,2,4,0.017699115044247787,0.035398230088495575,-2,negative
624,18,28,0.028846153846153848,0.04487179487179487,-10,negative
136,0,16,0.0,0.11764705882352941,-16,negative
401,14,16,0.034912718204488775,0.0399002493765586,-2,negative
62,1,1,0.016129032258064516,0.016129032258064516,0,negative
144,3,5,0.020833333333333332,0.034722222222222224,-2,negative
339,20,13,0.058997050147492625,0.038348082595870206,7,negative
336,18,22,0.05357142857142857,0.06547619047619048,-4,negative
36,0,4,0.0,0.1111111111111111,-4,negative
453,15,19,0.033112582781456956,0.04194260485651214,-4,negative
53,2,4,0.03773584905660377,0.07547169811320754,-2,negative
337,6,18,0.017804154302670624,0.05341246290801187,-12,negative
290,12,11,0.041379310344827586,0.03793103448275862,1,negative
372,12,11,0.03225806451612903,0.02956989247311828,1,negative
187,5,6,0.026737967914438502,0.03208556149732621,-1,negative
169,4,6,0.023668639053254437,0.03550295857988166,-2,negative
140,6,5,0.04285714285714286,0.03571428571428571,1,negative
212,2,20,0.009433962264150943,0.09433962264150944,-18,negative
211,6,10,0.02843601895734597,0.04739336492890995,-4,negative
174,1,5,0.005747126436781609,0.028735632183908046,-4,negative
187,8,11,0.0427807486631016,0.058823529411764705,-3,negative
155,7,5,0.04516129032258064,0.03225806451612903,2,negative
76,2,3,0.02631578947368421,0.039473684210526314,-1,negative
79,2,5,0.02531645569620253,0.06329113924050633,-3,negative
52,2,1,0.038461538461538464,0.019230769230769232,1,negative
342,14,23,0.04093567251461988,0.06725146198830409,-9,negative
483,21,19,0.043478260869565216,0.039337474120082816,2,negative
135,4,6,0.02962962962962963,0.044444444444444446,-2,negative
394,5,18,0.012690355329949238,0.04568527918781726,-13,negative
229,7,8,0.03056768558951965,0.034934497816593885,-1,negative
544,26,27,0.04779411764705882,0.04963235294117647,-1,negative
160,8,4,0.05,0.025,4,negative
334,9,11,0.02694610778443114,0.03293413173652695,-2,negative
163,6,8,0.03680981595092025,0.049079754601226995,-2,negative
53,1,4,0.018867924528301886,0.07547169811320754,-3,negative
142,5,8,0.035211267605633804,0.056338028169014086,-3,negative
73,3,3,0.0410958904109589,0.0410958904109589,0,negative
121,5,6,0.04132231404958678,0.049586776859504134,-1,negative
80,2,9,0.025,0.1125,-7,negative
38,1,4,0.02631578947368421,0.10526315789473684,-3,negative
142,7,8,0.04929577464788732,0.056338028169014086,-1,negative
176,4,10,0.022727272727272728,0.056818181818181816,-6,negative
682,15,32,0.021994134897360705,0.0469208211143695,-17,negative
334,15,11,0.04491017964071856,0.03293413173652695,4,negative
119,4,10,0.03361344537815126,0.08403361344537816,-6,negative
40,5,1,0.125,0.025,4,negative
389,19,12,0.04884318766066838,0.030848329048843187,7,negative
113,9,4,0.07964601769911504,0.035398230088495575,5,negative
169,5,9,0.029585798816568046,0.05325443786982249,-4,negative
175,6,5,0.03428571428571429,0.02857142857142857,1,negative
992,32,64,0.03225806451612903,0.06451612903225806,-32,negative
63,2,2,0.031746031746031744,0.031746031746031744,0,negative
181,8,14,0.04419889502762431,0.07734806629834254,-6,negative
122,4,4,0.03278688524590164,0.03278688524590164,0,negative
196,6,15,0.030612244897959183,0.07653061224489796,-9,negative
208,6,7,0.028846153846153848,0.03365384615384615,-1,negative
253,12,9,0.04743083003952569,0.03557312252964427,3,negative
110,5,4,0.045454545454545456,0.03636363636363636,1,negative
195,3,13,0.015384615384615385,0.06666666666666667,-10,negative
111,3,7,0.02702702702702703,0.06306306306306306,-4,negative
99,1,6,0.010101010101010102,0.06060606060606061,-5,negative
389,15,23,0.038560411311053984,0.05912596401028278,-8,negative
58,3,8,0.05172413793103448,0.13793103448275862,-5,negative
80,4,6,0.05,0.075,-2,negative
314,11,10,0.03503184713375796,0.03184713375796178,1,negative
73,4,3,0.0547945205479452,0.0410958904109589,1,negative
54,4,3,0.07407407407407407,0.05555555555555555,1,negative
964,41,45,0.04253112033195021,0.046680497925311204,-4,negative
192,8,16,0.041666666666666664,0.08333333333333333,-8,negative
770,35,43,0.045454545454545456,0.05584415584415584,-8,negative
114,7,12,0.06140350877192982,0.10526315789473684,-5,negative
361,9,25,0.024930747922437674,0.06925207756232687,-16,negative
133,9,3,0.06766917293233082,0.022556390977443608,6,negative
416,17,11,0.040865384615384616,0.026442307692307692,6,negative
488,9,15,0.018442622950819672,0.030737704918032786,-6,negative
229,8,13,0.034934497816593885,0.056768558951965066,-5,negative
183,9,6,0.04918032786885246,0.03278688524590164,3,negative
425,15,14,0.03529411764705882,0.03294117647058824,1,negative
75,3,1,0.04,0.013333333333333334,2,negative
69,4,3,0.057971014492753624,0.043478260869565216,1,negative
297,11,16,0.037037037037037035,0.05387205387205387,-5,negative
261,5,12,0.019157088122605363,0.04597701149425287,-7,negative
355,21,11,0.059154929577464786,0.030985915492957747,10,negative
217,8,8,0.03686635944700461,0.03686635944700461,0,negative
323,13,11,0.04024767801857585,0.034055727554179564,2,negative
257,13,17,0.05058365758754864,0.06614785992217899,-4,negative
63,0,3,0.0,0.047619047619047616,-3,negative
251,8,13,0.03187250996015936,0.05179282868525897,-5,negative
137,9,8,0.06569343065693431,0.058394160583941604,1,negative
219,2,14,0.0091324200913242,0.0639269406392694,-12,negative
57,0,5,0.0,0.08771929824561403,-5,negative
39,2,2,0.05128205128205128,0.05128205128205128,0,negative
82,1,6,0.012195121951219513,0.07317073170731707,-5,negative
116,4,4,0.034482758620689655,0.034482758620689655,0,negative
133,1,10,0.007518796992481203,0.07518796992481203,-9,negative
218,5,14,0.022935779816513763,0.06422018348623854,-9,negative
100,6,3,0.06,0.03,3,negative
172,5,12,0.029069767441860465,0.06976744186046512,-7,negative
137,7,8,0.051094890510948905,0.058394160583941604,-1,negative
300,11,16,0.03666666666666667,0.05333333333333334,-5,negative
131,4,9,0.030534351145038167,0.06870229007633588,-5,negative
417,12,21,0.02877697841726619,0.050359712230215826,-9,negative
462,14,22,0.030303030303030304,0.047619047619047616,-8,negative
117,3,9,0.02564102564102564,0.07692307692307693,-6,negative
110,2,5,0.01818181818181818,0.045454545454545456,-3,negative
115,2,10,0.017391304347826087,0.08695652173913043,-8,negative
776,28,52,0.03608247422680412,0.06701030927835051,-24,negative
105,1,23,0.009523809523809525,0.21904761904761905,-22,negative
235,5,14,0.02127659574468085,0.059574468085106386,-9,negative
206,4,11,0.019417475728155338,0.05339805825242718,-7,negative
46,5,3,0.10869565217391304,0.06521739130434782,2,negative
141,4,6,0.028368794326241134,0.0425531914893617,-2,negative
273,7,15,0.02564102564102564,0.054945054945054944,-8,negative
136,3,16,0.022058823529411766,0.11764705882352941,-13,negative
149,3,9,0.020134228187919462,0.06040268456375839,-6,negative
45,1,3,0.022222222222222223,0.06666666666666667,-2,negative
245,8,10,0.0326530612244898,0.04081632653061224,-2,negative
600,14,40,0.023333333333333334,0.06666666666666667,-26,negative
212,3,11,0.014150943396226415,0.05188679245283019,-8,negative
163,7,3,0.04294478527607362,0.018404907975460124,4,negative
544,17,23,0.03125,0.042279411764705885,-6,negative
143,6,3,0.04195804195804196,0.02097902097902098,3,negative
44,3,5,0.06818181818181818,0.11363636363636363,-2,negative
115,8,5,0.06956521739130435,0.043478260869565216,3,negative
174,5,6,0.028735632183908046,0.034482758620689655,-1,negative
122,7,3,0.05737704918032787,0.02459016393442623,4,negative
236,17,6,0.07203389830508475,0.025423728813559324,11,negative
235,8,16,0.03404255319148936,0.06808510638297872,-8,negative
663,32,23,0.048265460030165915,0.03469079939668175,9,negative
312,15,14,0.04807692307692308,0.04487179487179487,1,negative
498,22,21,0.04417670682730924,0.04216867469879518,1,negative
662,31,17,0.04682779456193353,0.0256797583081571,14,negative
776,31,30,0.03994845360824742,0.03865979381443299,1,negative
281,16,14,0.05693950177935943,0.0498220640569395,2,negative
140,5,5,0.03571428571428571,0.03571428571428571,0,negative
182,2,6,0.01098901098901099,0.03296703296703297,-4,negative
141,12,5,0.0851063829787234,0.03546099290780142,7,negative
117,3,6,0.02564102564102564,0.05128205128205128,-3,negative
120,2,3,0.016666666666666666,0.025,-1,negative
210,7,12,0.03333333333333333,0.05714285714285714,-5,negative
214,5,20,0.02336448598130841,0.09345794392523364,-15,negative
131,4,4,0.030534351145038167,0.030534351145038167,0,negative
77,5,8,0.06493506493506493,0.1038961038961039,-3,negative
231,11,10,0.047619047619047616,0.04329004329004329,1,negative
326,17,14,0.05214723926380368,0.04294478527607362,3,negative
192,6,13,0.03125,0.06770833333333333,-7,negative
561,23,21,0.040998217468805706,0.0374331550802139,2,negative
165,4,7,0.024242424242424242,0.04242424242424243,-3,negative
277,13,11,0.04693140794223827,0.039711191335740074,2,negative
244,7,9,0.028688524590163935,0.036885245901639344,-2,negative
146,5,4,0.03424657534246575,0.0273972602739726,1,negative
294,6,8,0.02040816326530612,0.027210884353741496,-2,negative
166,8,0,0.04819277108433735,0.0,8,negative
184,6,12,0.03260869565217391,0.06521739130434782,-6,negative
126,8,8,0.06349206349206349,0.06349206349206349,0,negative
158,5,12,0.03164556962025317,0.0759493670886076,-7,negative
102,5,1,0.049019607843137254,0.00980392156862745,4,negative
170,3,9,0.01764705882352941,0.052941176470588235,-6,negative
187,2,4,0.0106951871657754,0.0213903743315508,-2,negative
130,5,2,0.038461538461538464,0.015384615384615385,3,negative
144,6,4,0.041666666666666664,0.027777777777777776,2,negative
156,3,4,0.019230769230769232,0.02564102564102564,-1,negative
254,4,6,0.015748031496062992,0.023622047244094488,-2,negative
149,3,4,0.020134228187919462,0.026845637583892617,-1,negative
152,3,9,0.019736842105263157,0.05921052631578947,-6,negative
142,3,4,0.02112676056338028,0.028169014084507043,-1,negative
255,6,17,0.023529411764705882,0.06666666666666667,-11,negative
608,11,29,0.018092105263157895,0.047697368421052634,-18,negative
172,6,7,0.03488372093023256,0.040697674418604654,-1,negative
731,14,35,0.019151846785225718,0.047879616963064295,-21,negative
998,20,48,0.02004008016032064,0.04809619238476954,-28,negative
187,1,8,0.0053475935828877,0.0427807486631016,-7,negative
971,34,47,0.035015447991761074,0.04840370751802266,-13,negative
147,4,3,0.027210884353741496,0.02040816326530612,1,negative
196,8,8,0.04081632653061224,0.04081632653061224,0,negative
233,5,19,0.02145922746781116,0.0815450643776824,-14,negative
154,2,7,0.012987012987012988,0.045454545454545456,-5,negative
268,5,7,0.018656716417910446,0.026119402985074626,-2,negative
149,1,7,0.006711409395973154,0.04697986577181208,-6,negative
237,8,12,0.03375527426160337,0.05063291139240506,-4,negative
273,9,10,0.03296703296703297,0.03663003663003663,-1,negative
516,10,16,0.01937984496124031,0.031007751937984496,-6,negative
173,8,10,0.046242774566473986,0.057803468208092484,-2,negative
142,5,8,0.035211267605633804,0.056338028169014086,-3,negative
144,6,1,0.041666666666666664,0.006944444444444444,5,negative
330,11,9,0.03333333333333333,0.02727272727272727,2,negative
132,2,5,0.015151515151515152,0.03787878787878788,-3,negative
100,6,6,0.06,0.06,0,negative
160,4,7,0.025,0.04375,-3,negative
205,3,18,0.014634146341463415,0.08780487804878048,-15,negative
146,1,8,0.00684931506849315,0.0547945205479452,-7,negative
43,4,1,0.09302325581395349,0.023255813953488372,3,negative
986,26,68,0.02636916835699797,0.06896551724137931,-42,negative
25,1,2,0.04,0.08,-1,negative
144,5,3,0.034722222222222224,0.020833333333333332,2,negative
387,5,17,0.012919896640826873,0.04392764857881137,-12,negative
221,8,5,0.03619909502262444,0.02262443438914027,3,negative
62,3,6,0.04838709677419355,0.0967741935483871,-3,negative
161,4,4,0.024844720496894408,0.024844720496894408,0,negative
195,5,14,0.02564102564102564,0.07179487179487179,-9,negative
165,3,20,0.01818181818181818,0.12121212121212122,-17,negative
180,4,10,0.022222222222222223,0.05555555555555555,-6,negative
290,9,16,0.03103448275862069,0.05517241379310345,-7,negative
50,2,1,0.04,0.02,1,negative
162,4,4,0.024691358024691357,0.024691358024691357,0,negative
251,8,14,0.03187250996015936,0.055776892430278883,-6,negative
141,6,5,0.0425531914893617,0.03546099290780142,1,negative
341,13,19,0.03812316715542522,0.05571847507331378,-6,negative
164,1,5,0.006097560975609756,0.03048780487804878,-4,negative
140,6,11,0.04285714285714286,0.07857142857142857,-5,negative
132,5,12,0.03787878787878788,0.09090909090909091,-7,negative
634,17,30,0.026813880126182965,0.0473186119873817,-13,negative
111,5,5,0.04504504504504504,0.04504504504504504,0,negative
159,5,8,0.031446540880503145,0.050314465408805034,-3,negative
150,3,14,0.02,0.09333333333333334,-11,negative
133,2,5,0.015037593984962405,0.03759398496240601,-3,negative
456,12,18,0.02631578947368421,0.039473684210526314,-6,negative
114,5,6,0.043859649122807015,0.05263157894736842,-1,negative
184,8,12,0.043478260869565216,0.06521739130434782,-4,negative
157,3,9,0.01910828025477707,0.05732484076433121,-6,negative
268,7,12,0.026119402985074626,0.04477611940298507,-5,negative
110,7,2,0.06363636363636363,0.01818181818181818,5,negative
66,2,5,0.030303030303030304,0.07575757575757576,-3,negative
131,6,3,0.04580152671755725,0.022900763358778626,3,negative
363,15,7,0.04132231404958678,0.01928374655647383,8,negative
174,3,7,0.017241379310344827,0.040229885057471264,-4,negative
168,6,10,0.03571428571428571,0.05952380952380952,-4,negative
189,5,14,0.026455026455026454,0.07407407407407407,-9,negative
149,4,14,0.026845637583892617,0.09395973154362416,-10,negative
358,17,12,0.04748603351955307,0.0335195530726257,5,negative
465,14,13,0.030107526881720432,0.02795698924731183,1,negative
128,4,4,0.03125,0.03125,0,negative
161,8,7,0.049689440993788817,0.043478260869565216,1,negative
38,0,3,0.0,0.07894736842105263,-3,negative
120,6,11,0.05,0.09166666666666666,-5,negative
99,4,5,0.04040404040404041,0.050505050505050504,-1,negative
142,7,4,0.04929577464788732,0.028169014084507043,3,negative
117,5,5,0.042735042735042736,0.042735042735042736,0,negative
150,8,3,0.05333333333333334,0.02,5,negative
156,5,10,0.03205128205128205,0.0641025641025641,-5,negative
921,37,42,0.04017372421281216,0.04560260586319218,-5,negative
186,12,13,0.06451612903225806,0.06989247311827956,-1,negative
123,2,8,0.016260162601626018,0.06504065040650407,-6,negative
310,11,16,0.035483870967741936,0.05161290322580645,-5,negative
162,4,5,0.024691358024691357,0.030864197530864196,-1,negative
149,4,3,0.026845637583892617,0.020134228187919462,1,negative
148,8,12,0.05405405405405406,0.08108108108108109,-4,negative
207,7,4,0.033816425120772944,0.01932367149758454,3,negative
60,2,2,0.03333333333333333,0.03333333333333333,0,negative
183,8,7,0.04371584699453552,0.03825136612021858,1,negative
177,7,10,0.03954802259887006,0.05649717514124294,-3,negative
169,4,13,0.023668639053254437,0.07692307692307693,-9,negative
307,10,16,0.03257328990228013,0.05211726384364821,-6,negative
128,5,6,0.0390625,0.046875,-1,negative
155,6,9,0.03870967741935484,0.05806451612903226,-3,negative
540,7,27,0.012962962962962963,0.05,-20,negative
496,19,22,0.038306451612903226,0.04435483870967742,-3,negative
218,5,14,0.022935779816513763,0.06422018348623854,-9,negative
161,6,7,0.037267080745341616,0.043478260869565216,-1,negative
222,4,17,0.018018018018018018,0.07657657657657657,-13,negative
148,7,1,0.0472972972972973,0.006756756756756757,6,negative
159,6,5,0.03773584905660377,0.031446540880503145,1,negative
130,10,0,0.07692307692307693,0.0,10,negative
238,5,9,0.02100840336134454,0.037815126050420166,-4,negative
133,2,5,0.015037593984962405,0.03759398496240601,-3,negative
47,1,3,0.02127659574468085,0.06382978723404255,-2,negative
246,6,8,0.024390243902439025,0.032520325203252036,-2,negative
242,5,10,0.02066115702479339,0.04132231404958678,-5,negative
632,14,29,0.022151898734177215,0.04588607594936709,-15,negative
397,16,11,0.04030226700251889,0.027707808564231738,5,negative
232,6,13,0.02586206896551724,0.05603448275862069,-7,negative
404,10,11,0.024752475247524754,0.027227722772277228,-1,negative
133,3,7,0.022556390977443608,0.05263157894736842,-4,negative
513,20,28,0.03898635477582846,0.05458089668615984,-8,negative
126,4,3,0.031746031746031744,0.023809523809523808,1,negative
